,Latitude,Longitude
247,45.92950219999999,11.5621417
248,45.4414662,12.3152595
249,45.92950219999999,11.5621417
250,45.92950219999999,11.5621417
251,45.92950219999999,11.5621417
252,-33.9444044,-71.7375831
253,45.4414662,12.3152595
254,-33.8088442,-70.7644236
255,45.4414662,12.3152595
256,45.92950219999999,11.5621417
257,36.778261,-119.4179324
258,45.92950219999999,11.5621417
259,-33.8088442,-70.7644236
260,36.0408309,-95.96244100000001
261,-35.0567954,-71.26886019999999
262,-33.8088442,-70.7644236
263,-34.6761419,-71.097317
264,-34.9859489,-71.2417746
265,-34.6761419,-71.097317
266,48.9168895,4.151432499999999
267,-33.3182828,-71.4070899
268,40.7127753,-74.0059728
269,40.7127753,-74.0059728
270,40.7127753,-74.0059728
271,44.837789,-0.57918
272,47.7510741,-120.7401385
273,47.7510741,-120.7401385
274,48.3845561,16.5149128
275,36.778261,-119.4179324
276,40.7127753,-74.0059728
277,42.817034,-1.6416672
278,40.7127753,-74.0059728
279,47.9271368,14.080665
280,47.7510741,-120.7401385
281,36.778261,-119.4179324
282,36.778261,-119.4179324
283,47.7510741,-120.7401385
284,36.778261,-119.4179324
285,45.0522366,7.5153885
286,45.0522366,7.5153885
287,36.778261,-119.4179324
288,42.817034,-1.6416672
289,42.817034,-1.6416672
290,47.7510741,-120.7401385
291,48.10807699999999,15.8049558
292,40.7127753,-74.0059728
293,36.778261,-119.4179324
294,48.299052,16.5640125
295,40.1208752,9.012892599999999
296,36.778261,-119.4179324
297,47.5532402,1.0105289
298,45.6402905,5.6864994
299,45.47906709999999,9.8452433
300,43.7710513,11.2486208
301,48.9168895,4.151432499999999
302,51.253775,-85.323214
303,36.778261,-119.4179324
304,45.47906709999999,9.8452433
305,48.9168895,4.151432499999999
306,43.8041334,-120.5542012
307,43.8041334,-120.5542012
308,47.0525047,4.3837215
309,48.9168895,4.151432499999999
310,37.68572080000001,-97.335374
311,45.4414662,12.3152595
312,43.8041334,-120.5542012
313,49.1671789,6.2118023
314,49.1671789,6.2118023
315,48.9168895,4.151432499999999
316,47.0525047,4.3837215
317,47.0525047,4.3837215
318,38.2003808,-7.800084999999998
319,44.837789,-0.57918
320,47.7510741,-120.7401385
321,-33.9321045,18.860152
322,-33.2277918,21.8568586
323,45.6402905,5.6864994
324,41.5911589,1.5208624
325,47.9271368,14.080665
326,47.7510741,-120.7401385
327,47.7510741,-120.7401385
328,40.7127753,-74.0059728
329,36.778261,-119.4179324
330,42.817034,-1.6416672
331,36.778261,-119.4179324
332,44.0144936,6.2116438
333,42.817034,-1.6416672
334,36.778261,-119.4179324
335,48.198982,16.3787714
336,45.6402905,5.6864994
337,42.817034,-1.6416672
338,47.7510741,-120.7401385
339,47.7510741,-120.7401385
340,36.778261,-119.4179324
341,36.778261,-119.4179324
342,48.9168895,4.151432499999999
343,48.9168895,4.151432499999999
344,36.778261,-119.4179324
345,-34.6761419,-71.097317
346,36.778261,-119.4179324
347,36.778261,-119.4179324
348,36.778261,-119.4179324
349,47.0525047,4.3837215
350,36.778261,-119.4179324
351,36.778261,-119.4179324
352,36.778261,-119.4179324
353,43.8041334,-120.5542012
354,43.8041334,-120.5542012
355,47.7510741,-120.7401385
356,36.778261,-119.4179324
357,43.8041334,-120.5542012
358,37.68572080000001,-97.335374
359,48.9168895,4.151432499999999
360,36.778261,-119.4179324
361,-34.6761419,-71.097317
362,43.8041334,-120.5542012
363,43.8041334,-120.5542012
364,43.8041334,-120.5542012
365,36.778261,-119.4179324
366,49.1671789,6.2118023
367,47.7510741,-120.7401385
368,36.778261,-119.4179324
369,43.8041334,-120.5542012
370,36.778261,-119.4179324
371,36.778261,-119.4179324
372,36.778261,-119.4179324
373,45.92950219999999,11.5621417
374,36.778261,-119.4179324
375,36.778261,-119.4179324
376,36.778261,-119.4179324
377,36.778261,-119.4179324
378,36.778261,-119.4179324
379,36.778261,-119.4179324
380,45.0522366,7.5153885
381,36.778261,-119.4179324
382,36.778261,-119.4179324
383,44.0144936,6.2116438
384,-34.5869034,-68.14314139999999
385,44.0144936,6.2116438
386,47.7510741,-120.7401385
387,42.817034,-1.6416672
388,36.778261,-119.4179324
389,36.778261,-119.4179324
390,36.778261,-119.4179324
391,36.778261,-119.4179324
392,36.778261,-119.4179324
393,36.778261,-119.4179324
394,36.778261,-119.4179324
395,36.778261,-119.4179324
396,36.778261,-119.4179324
397,36.778261,-119.4179324
398,-34.5869034,-68.14314139999999
399,36.778261,-119.4179324
400,47.7510741,-120.7401385
401,47.7510741,-120.7401385
402,36.778261,-119.4179324
403,45.0522366,7.5153885
404,44.837789,-0.57918
405,45.6402905,5.6864994
406,44.837789,-0.57918
407,44.837789,-0.57918
408,40.7127753,-74.0059728
409,44.837789,-0.57918
410,36.778261,-119.4179324
411,47.7510741,-120.7401385
412,47.7510741,-120.7401385
413,47.7510741,-120.7401385
414,36.778261,-119.4179324
415,48.585085,15.4126618
416,47.7510741,-120.7401385
417,47.3593442,14.4699827
418,46.7754628,15.5480548
419,36.778261,-119.4179324
420,36.778261,-119.4179324
421,48.10807699999999,15.8049558
422,47.7510741,-120.7401385
423,48.10807699999999,15.8049558
424,45.6402905,5.6864994
425,47.7510741,-120.7401385
426,35.240117,24.8092691
427,47.9271368,14.080665
428,36.778261,-119.4179324
429,32.0956281,-116.572572
430,40.7127753,-74.0059728
431,42.817034,-1.6416672
432,-34.5869034,-68.14314139999999
433,43.8041334,-120.5542012
434,43.8041334,-120.5542012
435,41.5012768,-5.512293199999999
436,43.8041334,-120.5542012
437,40.6937019,-73.965586
438,-34.5869034,-68.14314139999999
439,44.0682019,-114.7420408
440,44.0682019,-114.7420408
441,44.0682019,-114.7420408
442,-30.0002315,136.2091547
443,36.778261,-119.4179324
444,43.8041334,-120.5542012
445,48.3181795,7.441624099999999
446,48.3181795,7.441624099999999
447,-36.9847807,143.3906074
448,36.778261,-119.4179324
449,42.817034,-1.6416672
450,-30.0002315,136.2091547
451,48.3181795,7.441624099999999
452,48.3181795,7.441624099999999
453,48.3181795,7.441624099999999
454,36.778261,-119.4179324
455,36.778261,-119.4179324
456,38.2003808,-7.800084999999998
457,36.778261,-119.4179324
458,36.778261,-119.4179324
459,43.8041334,-120.5542012
460,39.7528442,-5.253228399999999
461,41.5012768,-5.512293199999999
462,49.1671789,6.2118023
463,36.778261,-119.4179324
464,45.92950219999999,11.5621417
465,48.3181795,7.441624099999999
466,-27.6728168,121.6283098
467,36.778261,-119.4179324
468,48.3181795,7.441624099999999
469,36.778261,-119.4179324
470,43.8041334,-120.5542012
471,,
472,36.778261,-119.4179324
473,47.7510741,-120.7401385
474,36.778261,-119.4179324
475,36.778261,-119.4179324
476,45.0522366,7.5153885
477,36.778261,-119.4179324
478,45.0522366,7.5153885
479,45.0522366,7.5153885
480,47.7510741,-120.7401385
481,37.8945909,-4.754921800000001
482,40.7127753,-74.0059728
483,47.7510741,-120.7401385
484,47.7510741,-120.7401385
485,36.778261,-119.4179324
486,40.7127753,-74.0059728
487,36.778261,-119.4179324
488,36.778261,-119.4179324
489,36.778261,-119.4179324
490,47.7510741,-120.7401385
491,43.7710513,11.2486208
492,43.7710513,11.2486208
493,47.7510741,-120.7401385
494,42.817034,-1.6416672
495,47.7510741,-120.7401385
496,45.0522366,7.5153885
497,43.7710513,11.2486208
498,47.7510741,-120.7401385
499,36.778261,-119.4179324
500,45.0522366,7.5153885
501,36.778261,-119.4179324
502,47.7510741,-120.7401385
503,36.778261,-119.4179324
504,47.15371649999999,16.2688797
505,36.778261,-119.4179324
506,43.7710513,11.2486208
507,36.778261,-119.4179324
508,-33.9321045,18.860152
509,43.7710513,11.2486208
510,-41.5916883,173.7624053
511,47.7510741,-120.7401385
512,-33.931612,18.870009
513,-34.5869034,-68.14314139999999
514,44.0144936,6.2116438
515,44.0144936,6.2116438
516,44.0144936,6.2116438
517,-41.5916883,173.7624053
518,44.0144936,6.2116438
519,44.0144936,6.2116438
520,44.0144936,6.2116438
521,36.778261,-119.4179324
522,-41.2185335,175.459548
523,36.778261,-119.4179324
524,36.778261,-119.4179324
525,36.778261,-119.4179324
526,-44.9566315,169.3988451
527,-34.5869034,-68.14314139999999
528,-44.9566315,169.3988451
529,44.0144936,6.2116438
530,38.7222524,-9.1393366
531,47.0525047,4.3837215
532,38.2003808,-7.800084999999998
533,-34.5869034,-68.14314139999999
534,-34.5869034,-68.14314139999999
535,40.6937019,-73.965586
536,31.9685988,-99.9018131
537,45.0522366,7.5153885
538,40.6937019,-73.965586
539,43.8041334,-120.5542012
540,37.09024,-95.712891
541,38.2003808,-7.800084999999998
542,36.778261,-119.4179324
543,37.09024,-95.712891
544,47.0525047,4.3837215
545,47.0525047,4.3837215
546,-34.5869034,-68.14314139999999
547,37.09024,-95.712891
548,36.778261,-119.4179324
549,38.5254488,-8.8330153
550,-34.5869034,-68.14314139999999
551,45.0522366,7.5153885
552,47.0525047,4.3837215
553,47.0525047,4.3837215
554,36.778261,-119.4179324
555,45.0522366,7.5153885
556,38.2003808,-7.800084999999998
557,36.1581571,-95.9848531
558,40.7127753,-74.0059728
559,48.3181795,7.441624099999999
560,36.0408309,-95.96244100000001
561,42.817034,-1.6416672
562,36.778261,-119.4179324
563,-34.6761419,-71.097317
564,42.817034,-1.6416672
565,42.817034,-1.6416672
566,-42.0409059,146.8087323
567,42.817034,-1.6416672
568,36.1581571,-95.9848531
569,48.9168895,4.151432499999999
570,48.9168895,4.151432499999999
571,38.2003808,-7.800084999999998
572,43.8041334,-120.5542012
573,43.8041334,-120.5542012
574,48.9168895,4.151432499999999
575,43.8041334,-120.5542012
576,48.9168895,4.151432499999999
577,41.5012768,-5.512293199999999
578,37.09024,-95.712891
579,41.5012768,-5.512293199999999
580,36.778261,-119.4179324
581,-34.5869034,-68.14314139999999
582,49.1671789,6.2118023
583,47.7510741,-120.7401385
584,43.8041334,-120.5542012
585,44.837789,-0.57918
586,47.7510741,-120.7401385
587,36.778261,-119.4179324
588,44.837789,-0.57918
589,44.837789,-0.57918
590,44.837789,-0.57918
591,44.837789,-0.57918
592,44.837789,-0.57918
593,36.778261,-119.4179324
594,36.778261,-119.4179324
595,46.1134349,4.7263863
596,47.7510741,-120.7401385
597,47.7510741,-120.7401385
598,43.8041334,-120.5542012
599,36.778261,-119.4179324
600,-36.9847807,143.3906074
601,41.87194,12.56738
602,40.46366700000001,-3.74922
603,36.778261,-119.4179324
604,50.08972310000001,11.9190005
605,36.778261,-119.4179324
606,-30.0002315,136.2091547
607,47.7510741,-120.7401385
608,40.7127753,-74.0059728
609,-34.6761419,-71.097317
610,46.1134349,4.7263863
611,,
612,42.817034,-1.6416672
613,41.5911589,1.5208624
614,43.7710513,11.2486208
615,36.778261,-119.4179324
616,36.778261,-119.4179324
617,43.7710513,11.2486208
618,43.7710513,11.2486208
619,-34.9859489,-71.2417746
620,,
621,47.7510741,-120.7401385
622,46.1134349,4.7263863
623,46.1134349,4.7263863
624,45.0522366,7.5153885
625,-35.6778298,-71.7681764
626,46.1134349,4.7263863
627,41.5911589,1.5208624
628,41.5911589,1.5208624
629,47.7510741,-120.7401385
630,40.7127753,-74.0059728
631,36.778261,-119.4179324
632,46.1134349,4.7263863
633,47.7510741,-120.7401385
634,40.1208752,9.012892599999999
635,48.3181795,7.441624099999999
636,48.3181795,7.441624099999999
637,47.0525047,4.3837215
638,47.0525047,4.3837215
639,48.3181795,7.441624099999999
640,49.1671789,6.2118023
641,36.778261,-119.4179324
642,36.778261,-119.4179324
643,40.5625825,15.4068079
644,36.778261,-119.4179324
645,43.8041334,-120.5542012
646,36.778261,-119.4179324
647,36.778261,-119.4179324
648,40.1208752,9.012892599999999
649,40.1208752,9.012892599999999
650,36.778261,-119.4179324
651,50.46560059999999,6.9512367
652,-30.0002315,136.2091547
653,43.8041334,-120.5542012
654,-34.6761419,-71.097317
655,36.778261,-119.4179324
656,36.778261,-119.4179324
657,36.778261,-119.4179324
658,43.8041334,-120.5542012
659,48.1172148,21.4089015
660,41.5012768,-5.512293199999999
661,41.5911589,1.5208624
662,44.837789,-0.57918
663,44.837789,-0.57918
664,41.5911589,1.5208624
665,43.5912356,3.2583626
666,41.5012768,-5.512293199999999
667,47.7510741,-120.7401385
668,47.7510741,-120.7401385
669,36.1581571,-95.9848531
670,36.778261,-119.4179324
671,47.7510741,-120.7401385
672,41.5911589,1.5208624
673,41.5012768,-5.512293199999999
674,31.9685988,-99.9018131
675,49.765243,7.443732399999999
676,45.0522366,7.5153885
677,31.9685988,-99.9018131
678,31.9685988,-99.9018131
679,40.6937019,-73.965586
680,45.0522366,7.5153885
681,45.0522366,7.5153885
682,-34.5869034,-68.14314139999999
683,37.09024,-95.712891
684,43.8041334,-120.5542012
685,33.791638,-84.389488
686,37.09024,-95.712891
687,43.8041334,-120.5542012
688,43.8041334,-120.5542012
689,45.0522366,7.5153885
690,45.0522366,7.5153885
691,-34.5869034,-68.14314139999999
692,39.7528442,-5.253228399999999
693,-34.5869034,-68.14314139999999
694,39.7528442,-5.253228399999999
695,-30.0002315,136.2091547
696,36.778261,-119.4179324
697,-34.5869034,-68.14314139999999
698,40.6937019,-73.965586
699,45.0522366,7.5153885
700,36.778261,-119.4179324
701,-34.5869034,-68.14314139999999
702,45.0522366,7.5153885
703,44.837789,-0.57918
704,44.837789,-0.57918
705,44.837789,-0.57918
706,44.837789,-0.57918
707,43.8041334,-120.5542012
708,43.8041334,-120.5542012
709,42.817034,-1.6416672
710,36.778261,-119.4179324
711,48.9168895,4.151432499999999
712,37.8945909,-4.754921800000001
713,36.778261,-119.4179324
714,42.817034,-1.6416672
715,43.8041334,-120.5542012
716,36.778261,-119.4179324
717,36.778261,-119.4179324
718,41.5012768,-5.512293199999999
719,38.2003808,-7.800084999999998
720,45.0522366,7.5153885
721,36.778261,-119.4179324
722,36.778261,-119.4179324
723,41.5911589,1.5208624
724,43.8041334,-120.5542012
725,36.778261,-119.4179324
726,45.0522366,7.5153885
727,40.5625825,15.4068079
728,36.778261,-119.4179324
729,42.817034,-1.6416672
730,48.9168895,4.151432499999999
731,44.837789,-0.57918
732,44.837789,-0.57918
733,48.9168895,4.151432499999999
734,44.837789,-0.57918
735,-41.5916883,173.7624053
736,-33.3182828,-71.4070899
737,-33.8088442,-70.7644236
738,48.9168895,4.151432499999999
739,47.7510741,-120.7401385
740,44.837789,-0.57918
741,44.837789,-0.57918
742,45.1638854,25.4474606
743,-34.5869034,-68.14314139999999
744,43.8041334,-120.5542012
745,42.817034,-1.6416672
746,,
747,,
748,47.5532402,1.0105289
749,-30.0002315,136.2091547
750,43.8041334,-120.5542012
751,43.8041334,-120.5542012
752,43.8041334,-120.5542012
753,43.8041334,-120.5542012
754,,
755,,
756,47.5532402,1.0105289
757,43.8041334,-120.5542012
758,47.5532402,1.0105289
759,43.8041334,-120.5542012
760,40.1208752,9.012892599999999
761,36.778261,-119.4179324
762,36.778261,-119.4179324
763,40.1208752,9.012892599999999
764,40.1208752,9.012892599999999
765,48.3181795,7.441624099999999
766,36.778261,-119.4179324
767,43.8041334,-120.5542012
768,-34.5869034,-68.14314139999999
769,40.1208752,9.012892599999999
770,32.8244321,35.5879975
771,48.3181795,7.441624099999999
772,36.778261,-119.4179324
773,43.8041334,-120.5542012
774,43.8041334,-120.5542012
775,42.817034,-1.6416672
776,42.817034,-1.6416672
777,36.778261,-119.4179324
778,42.817034,-1.6416672
779,-41.5916883,173.7624053
780,36.778261,-119.4179324
781,48.3181795,7.441624099999999
782,40.1208752,9.012892599999999
783,40.1208752,9.012892599999999
784,43.8041334,-120.5542012
785,-39.6016597,176.5804473
786,42.5750554,-8.1338558
787,-34.5869034,-68.14314139999999
788,-39.6016597,176.5804473
789,42.817034,-1.6416672
790,48.10807699999999,15.8049558
791,43.8041334,-120.5542012
792,43.5912356,3.2583626
793,43.5912356,3.2583626
794,42.5750554,-8.1338558
795,42.817034,-1.6416672
796,47.9271368,14.080665
797,48.10807699999999,15.8049558
798,36.0408309,-95.96244100000001
799,,
800,37.09024,-95.712891
801,-33.375584,18.3860652
802,38.7102244,-9.126323
803,36.778261,-119.4179324
804,36.778261,-119.4179324
805,43.8041334,-120.5542012
806,43.8041334,-120.5542012
807,43.8041334,-120.5542012
808,45.0522366,7.5153885
809,41.5012768,-5.512293199999999
810,38.7102244,-9.126323
811,-30.0002315,136.2091547
812,36.778261,-119.4179324
813,47.5532402,1.0105289
814,45.0522366,7.5153885
815,43.8041334,-120.5542012
816,43.8041334,-120.5542012
817,43.8041334,-120.5542012
818,43.8041334,-120.5542012
819,43.8041334,-120.5542012
820,36.778261,-119.4179324
821,47.5532402,1.0105289
822,36.778261,-119.4179324
823,43.8041334,-120.5542012
824,36.778261,-119.4179324
825,43.8041334,-120.5542012
826,36.778261,-119.4179324
827,38.7102244,-9.126323
828,36.778261,-119.4179324
829,43.8041334,-120.5542012
830,47.5532402,1.0105289
831,43.8041334,-120.5542012
832,36.778261,-119.4179324
833,-33.8088442,-70.7644236
834,47.7510741,-120.7401385
835,36.778261,-119.4179324
836,36.778261,-119.4179324
837,33.0024032,-97.2267761
838,36.778261,-119.4179324
839,47.7510741,-120.7401385
840,45.6402905,5.6864994
841,45.0522366,7.5153885
842,47.7510741,-120.7401385
843,36.778261,-119.4179324
844,36.778261,-119.4179324
845,43.7710513,11.2486208
846,42.817034,-1.6416672
847,41.5911589,1.5208624
848,45.6402905,5.6864994
849,47.7510741,-120.7401385
850,43.7710513,11.2486208
851,42.817034,-1.6416672
852,36.778261,-119.4179324
853,36.778261,-119.4179324
854,43.7710513,11.2486208
855,,
856,37.09024,-95.712891
857,40.7127753,-74.0059728
858,47.7510741,-120.7401385
859,47.7510741,-120.7401385
860,36.778261,-119.4179324
861,44.837789,-0.57918
862,44.837789,-0.57918
863,33.0024032,-97.2267761
864,36.778261,-119.4179324
865,-41.5916883,173.7624053
866,44.837789,-0.57918
867,44.837789,-0.57918
868,44.837789,-0.57918
869,-35.675147,-71.542969
870,36.778261,-119.4179324
871,40.1208752,9.012892599999999
872,40.5625825,15.4068079
873,36.778261,-119.4179324
874,40.7127753,-74.0059728
875,-33.61077240000001,-71.4572075
876,36.778261,-119.4179324
877,36.778261,-119.4179324
878,36.778261,-119.4179324
879,44.837789,-0.57918
880,47.7510741,-120.7401385
881,40.1208752,9.012892599999999
882,44.837789,-0.57918
883,36.0408309,-95.96244100000001
884,40.7127753,-74.0059728
885,47.7510741,-120.7401385
886,46.8885229,15.8936247
887,-30.0002315,136.2091547
888,37.9386365,22.9322383
889,47.9271368,14.080665
890,47.15371649999999,16.2688797
891,47.15371649999999,16.2688797
892,40.3694997,23.287085
893,47.7510741,-120.7401385
894,-34.5869034,-68.14314139999999
895,37.68572080000001,-97.335374
896,-34.5869034,-68.14314139999999
897,47.15371649999999,16.2688797
898,41.5012768,-5.512293199999999
899,-34.5869034,-68.14314139999999
900,47.0525047,4.3837215
901,36.778261,-119.4179324
902,45.0522366,7.5153885
903,-30.0002315,136.2091547
904,45.0522366,7.5153885
905,45.0522366,7.5153885
906,38.2003808,-7.800084999999998
907,47.0525047,4.3837215
908,38.924009,-77.22282179999999
909,47.0525047,4.3837215
910,47.0525047,4.3837215
911,36.778261,-119.4179324
912,47.0525047,4.3837215
913,37.09024,-95.712891
914,-34.5869034,-68.14314139999999
915,-34.5869034,-68.14314139999999
916,-34.5869034,-68.14314139999999
917,43.8041334,-120.5542012
918,45.0522366,7.5153885
919,-36.9847807,143.3906074
920,-30.0002315,136.2091547
921,50.118346,7.3089527
922,47.0525047,4.3837215
923,31.9685988,-99.9018131
924,36.778261,-119.4179324
925,38.7222524,-9.1393366
926,45.0522366,7.5153885
927,43.8041334,-120.5542012
928,45.0522366,7.5153885
929,41.5012768,-5.512293199999999
930,36.778261,-119.4179324
931,36.778261,-119.4179324
932,36.778261,-119.4179324
933,36.778261,-119.4179324
934,36.778261,-119.4179324
935,36.778261,-119.4179324
936,41.5012768,-5.512293199999999
937,36.778261,-119.4179324
938,45.0522366,7.5153885
939,41.87194,12.56738
940,36.778261,-119.4179324
941,44.837789,-0.57918
942,36.778261,-119.4179324
943,36.778261,-119.4179324
944,36.778261,-119.4179324
945,38.2003808,-7.800084999999998
946,36.778261,-119.4179324
947,36.778261,-119.4179324
948,36.778261,-119.4179324
949,36.778261,-119.4179324
950,41.5012768,-5.512293199999999
951,36.778261,-119.4179324
952,36.778261,-119.4179324
953,36.778261,-119.4179324
954,36.778261,-119.4179324
955,36.778261,-119.4179324
956,36.778261,-119.4179324
957,36.778261,-119.4179324
958,44.837789,-0.57918
959,44.837789,-0.57918
960,47.7510741,-120.7401385
961,-33.8020653,19.8875431
